topicid;topic;title;content
26;مالی و اقتصادی;کاهش نرخ سود بانکی;آیا با کاهش نرخ سود بانکی موافقید؟ایا این کار باعث افزایش رونق کسب و کار در کشور می شود؟
26;مالی و اقتصادی;بیشترین سود بانکی;"سلام 
در حال حاضر بیشترین سود بانکی را کدوم  بانک می دهد؟ چند درصد ؟ حساب باید باید بلند مدت باشد یا کوتاه مدت؟"
26;مالی و اقتصادی;محاسبه سود بانکی;سود بانکی به چه صورت حساب می شود؟ مثلا وقتی فلان یانک میگه که ما ۱۵ درصد سالیانه سود می دهیم یعنی چی ؟
26;مالی و اقتصادی;با 30 میلیون تومان، چه سرمایه گذاری بکنم؟;به نظر شما با 30 میلیون تومن، چه سرمایه گذاری کنم؟
26;مالی و اقتصادی;تاثیر کمبود جمعیت بر وضع اقتصادی;به نظر شما اگر جمعیت کم بشه اوضاع اقتصادی کشور بهتر میشه یا بدتر؟ از اونجا که تعداد کم افراد  یه خونواده در هزینه های اقتصادی و مالی اون خونواده نسبت به یه خونواده پر جمعیت مزیت محسوب میشه آیا این موضوع میتونه تو کل جمعیت کشور هم صدق کنه و کمک کننده باشه؟
26;مالی و اقتصادی;سن آموزش های اقتصادی;به نظرتان بهتر است از چه زمانی آموزش های لازم درباره موارد مالی و اقتصادی باید داده شود تا جوانان در سنین پایین تر بتوانند کسب درآمد داشته و یا توان سرمایه گذاری داشته باشند؟
26;مالی و اقتصادی;َشغل های پردرآمد;چه شغل هایی درآمد خوب و قابل قبولی دارند ؟ و چگونه میتوان به همچین شغل هایی راه یافت؟
26;مالی و اقتصادی;میانگین درآمد ماهیانه در ایران;میانگین درآمد ماهیانه در ایران برای هر فرد چقدره؟ و همچنین تو بقیه کشور های جهان به طور میانگین چقدره؟
26;مالی و اقتصادی;چطوری پول دربیاریم؟;به نظر شما بهترین راه برای کسب درآمد و پول درآوردن چیست؟
26;مالی و اقتصادی;چگونه پس انداز کنیم;به نظر شما بهترین راه برای پس انداز کردن پول چیه؟ چطور پولمون رو حیف و میل نکنیم؟
26;مالی و اقتصادی;چطور چک بکشیم (بنویسیم)؟;چطور یک چک بنویسیم؟ من هیچ دیدی راجع به پشت نویسی و.. ندارم. مراحل مختلف چک نوشتن رو میشه توضیح بدید.
26;مالی و اقتصادی;تفاوت B2B و B2C چیست؟;منظور از B2B و B2C چیست؟ و به نظر شما روی کدام یک کار کنیم بهتر است؟
26;مالی و اقتصادی;میزان واردات نفت توسط آمریکا;ایالات متحده آمریکا در هر روز چند میلیون بشکه نفت وارد می کند؟
26;مالی و اقتصادی;کمک به پیشرفت کشورمان در هر عرصه;چگونه به پیشرفت کشور کمک کنیم ؟ در یک مثال راهش رو توضیح بدید؟
27;تحصیل;ارشد بین الملل یا روزانه;"سلام دوستان

یه سئوال در مورد دانشگاه: به نظر شما پردیس بین الملل امیر کبیر رو برم (برای ارشد IT) یا روزانه دانشگاه اصفهان؟ تشکر بابت پاسخ دهی."
27;تحصیل;منابع درس دکتری مهندسی کامپیوتر;کتاب های مورد نیاز برای خواندن منابع دکتری مهندسی کامپیوتر چیست؟ کدام کتاب ها اولویت دارند ؟
27;تحصیل;دیتا بیسی که ایمپورت میکنیم تو gephi  را چطور خودمان ایجاد کنیم؟;دیتا بیسی که ایمپورت میکنیم تو gephi  را چطور خودمان ایجاد کنیم؟
27;تحصیل;آیا منظور از cutset همان min-cut و max-cut است ؟;"با سلام و احترام خدمت دوستان

آیا منظور از cutset همان min-cut و max-cut است ؟"
27;تحصیل;موضوعات جدیدی در شبکه های اجتماعی;"سلام.
دوستان یه موضوع جالب که الان داره روش کار میشه, آنالیز شبکه های اجتماعی هست.
تصور کنین یک نفر همزمان تو چندتا شبکه اجتماعی پروفایل داره. آیا از روی بررسی اطلاعات پروفایل و رفتارش در اون شبکه, میشه اون رو تو شبکه های دیگه تشخیص داد؟
در واقع آیا میشه یک نگاشت بین شبکه های اجتماعی داشت؟!
این مساله اصطلاحا network linkage problem گفته میشه. موضوع بسیار داغ و به روزی هست...

نمونه ای از مقالات که در این مورد کار شده را می توانید از لیک زیر دانلود کنید:

http://s9.picofile.com/file/8274308926/user_linkage.pdf.html"
27;تحصیل;ارشد نرم افزار بهتره یا هوش;سلام. خواستم نظر دوستان رو در مورد ارشد نرم افزار و هوش بپرسم. به نظر شما کدومش بهتره؟
27;تحصیل;سلام. آموزش Gephi;"سلام. یک لینک برای آموزش Ghephi:

https://gephi.org/users/

اگه منبع بهتری سراغ دارین لطفاً معرفی کنین."
27;تحصیل;کدام دانشگاهها در رشته کامپیوتر بهترند؟;"سلام. این خبر رو دیدین؟

 

http://www.usnews.com/education/best-global-universities/iran/computer-science"
27;تحصیل;برای ادامه تحصیل ایران بهتر است یا خارج؟;
27;تحصیل;دانشگاه آزاد یا غیرانتفاعی;"سلام بر همه

به نظر شما دانشگاه آزاد بهتره یا غیرانتفاعی؟

هر دوشون شهریه میگیرن و مدرکشون قابل قبوله. اما خواستم بدونم اعتبار مدرک دانشگاه آزاد بالاتره یا غیر انتفاعی؟ و اینکه شهریه دانشگاه آزاد بیشتره یا غیر انتفاعی؟"
27;تحصیل;مقایسه دانشگاه آزاد و پیام نور;"سلام

آیا کسی میتونه دانشگاه آزاد رو با دانشگاه پیام نور مقایسه کنه؟

 میدانم شهریه دانشگاه آزاد از دانشگاه پیام نور بیشتره

مدرک دانشگاه آزاد معتبرتره یا پیام نور؟

برای ادامه تحصیل کدام بهتره؟"
27;تحصیل;رشته بیوانفورماتیک;سلام دوستان کسی از رشته یا گرایش بیوانفورماتیک خبر داره؟ توصیه میکنین؟
27;تحصیل;تحصیل در اروپا;"با سلام، همگی از ادامه تحصیل رایگان در برخی کشورها از جمله آلمان شنیدیم.

 من کارشناسی ارشد نرم افزار از دانشگاه آزاد دارم و مایل به ادامه تحصیل در یک کشور توسعه یافته هستم. بحث پول هم که همیشه مهمه. در مورد آلمان یه تحقیقهای اجمالی هم کرده ام.

به نظر شما با فرض گرفتن مدرک زبان، آیا واقعا عملی هست که دکترا را در آلمان بخوانم؟ به خصوص در مورد پیدا کردن سوپروایزر آلمانی یا اینکه تمرکزم رو روی کشورهایی که هزینه می گیرن( مثل انگلیس) بذارم؟"
27;تحصیل;ظرفیت پذیرش دکترای نرم افزار;"سلام وقت بخیر

در مورد ظرفیت پذیرش دکترا در گرایشهای نرم فزار، هوش و معماری کسی اطلاع داره؟

 من شخصا علاقمند به ادامه در گرایش نرم افزار هستم اما مهمتر از اون برام قبول شدنه که طبعا به ظرفیت پذیرش بستگی داره."
27;تحصیل;دانلود رایگان مقاله از IEEE;"خیلی وقتها برای دانلود مقاله مشکلاتی وجود داره و ما هم خب نه دوست داریم و نه میتونیم بابت دانلود مقالات علمی پول بپردازیم.

چطور میشه مقالات معتبری مثل مقالات IEEE و سانس دایرکت و ... را بصورت رایگان دانلود کنیم؟"
27;تحصیل;گوگل اسکولار;"در مورد سرویس گوگل اسکولار آیا کسی اطلاع دارد؟

چرا فقط برخی مقالات را میشه از گوگل اسکولار دانلود کرد؟"
27;تحصیل;مقاله برای قبولی در مقطع دکتری;"سلام بر همه

آیا کسی اطلاع داره برای قبولی در مصاحبه دکتری، دانشگاه های دولتی معمولا چند تا مقاله (یا با چه کیفیتی) میخوان؟

 در مورد دانشگاه آزاد چی آیا در مصاحبه خیلی راحتتر میگیرن؟

من ارشدم رو از آزاد گرفتم، یک مقاله ISI هم دارم البته IF خیلی بالایی نداره، امیدی هست؟"
27;تحصیل;مهندسی کامپیوتر یا مهندسی فناوری اطلاعات;از نظر بازار کار رشته مهندسی کامپیوتر بهتره یا مهندسی آی تی؟
27;تحصیل;کدام گرایش برای کارشناسی ارشد کامپیوتر بهتره؟ نرم افزار یا هوش یا معماری (شبکه);با سلام، به نظر شما، کدام گرایش برای ارشد کامپیوتر بهتره؟ گرایش نرم افزار یا هوش مصنوعی یا معماری کامپیوتر (یا شبکه)؟
27;تحصیل;کدام دانشگاه برای رشته مهندسی کامپیوتر بهتره؟ تهران یا امیرکبیر یا شریف؟;با سلام مجدد، کدام دانشگاه برم؟ تهران یا شریف یا امیرکبیر برای رشته کامپیوتر بهتره؟
27;تحصیل;بازار کار رشته کامپیوتر;"بازار کار رشته مهندسی کامپیوتر در ایران چطوره و چه فرصت های شغلی برای فارغ التحصیلان رشته کامپیوتر هست؟

میانگین درآمد یک متخصص در این رشته حدودا چقدر است؟"
27;تحصیل;تحصیل در آلمان به زبان انگلیسی;"گفته میشه که در آلمان برای ادامه تحصیل به زبان انگلیسی تسهیلات خوبی وجود داره.

آیا کسی در مورد ادامه تحصیل در آلمان به زبان انگلیسی اطلاعاتی داره؟ بطور خاص در مورد رشته کامپیوتر و مقطع کارشناسی ارشد"
27;تحصیل;ارزشیابی مدارک تحصیلی هند و مالزی;"آیا برای ادامه تحصیل در رشته کامپیوتر به کشورهایی نظیر هند و مالزی بروم؟

از نظر ارزشیابی مدارک خارج مشکل ساز نیست؟ کلا برای ادامه تحصیل در خارج با هزینه پایین چه پیشنهادی دارید؟"
27;تحصیل;مراحل استاد دانشگاه شدن;من از بچگی علاقه داشتم استاد دانشگاه شوم. در حال حاضر در ایران و در فیلدهای مرتبط با رشته کامپیوتر، شرایط استاد دانشگاه شدن چیست؟ و چه مراحلی دارد؟
27;تحصیل;ایده های استارتاپ در ایران;"من فراغ التحصیل کارشناسی ارشد نرم افزار هستم. تو ذهنم هست که یک استارتاپ راه بندازم اما ایده مورد نظرم را که کم ارائه شده باشه، پیدا نمیکنم.

آیا کسی در مورد پیدا کردن ایده های استارتاپی که در ایران موفق شود، می تواند کمک کند؟"
27;تحصیل;ارزش مقالات ISC;ارزش مقالات ISC تا چه حدی است؟ آیا به درد مصاحبه دکتری می خورد یا حتما باید مقاله ISI باشد؟
27;تحصیل;رتبه بندی دانشگاه های آزاد تهران;برای ادامه تحصیل در دکترای نرم افزار یا هوش مصنوعی بهترین واحد دانشگاه آزاد در تهران یا نزدیک های تهران کدام است؟
27;تحصیل;تاثیر اولویت در انتخاب رشته ارشد;"آیا در انتخاب رشته ارشد، اولویت تأثیر گذار است؟

 به عبارت دیگر به طور مثال آیا ممکن است کسی ارشد نرم افزار امیر کبیر را اگر در اولویت یک انتخاب کند قبول شود اما اگر آنرا در اولویت پایینتری قرار دهد قبول نشود؟"
27;تحصیل;مقایسه الگوریتم ژنتیک و مورچگان;"الگوریتم ژنتیک و الگوریتم مورچگان هر دو در مسائل مشترکی بکار می روند از جمله در بهینه سازی.
 
در چه مواردی الگوریتم ژنتیک و در چه مسائلی الگوریتم مورچگان بهتر است؟"
27;تحصیل;شرایط گرفتن بورسیه تحصیلی;چطور میشه برای مقطع دکتری بورسیه تحصیلی گرفت؟ شرایط گرفتن بورسیه از دانشگاه های خارجی چیست؟
27;تحصیل;تحصیل در آمریکا در مقطع دکترا;"آیا برای فارغ التحصیلان ارشد کامپیوتر با رزومه و پرونده تحصیلی متوسط یا خوب (و نه عالی) امکان ادامه تحصیل در مقطع دکتری در آمریکا وجود دارد؟

اگر بله آیا شانس بالا است و اگر نه کدام کشور پیشرفته اروپایی را توصیه می کنید؟"
27;تحصیل;ترجمه فارسی کتاب تجارت الکترونیک توربان;"سلام

دوستان کسی ترجمه فارسی کتاب تجارت الکترونیک توربان (فصل 14 ترجیحا) داره ؟"
27;تحصیل;رشته برق بهتره یا کامپیوتر؟;سلام دوستان به نظر شما رشته مهندسی برق برای تحصیل بهتره یا رشته مهندسی کامپیوتر؟ (از نظر بازار کار، ارزش علمی، ادامه تحصیل و غیره). مرسی بابت به اشتراک گذاری نظرتون.
27;تحصیل;برای ادامه تحصیل در مقطع دکترا کدام کشور بهتره؟;"من یک رزومه متوسط دارم و مایل به ادامه تحصیل در یک کشور توسعه یافته، در مقطع دکترا هستم.

کدام کشور برای ادامه تحصیل در مقطع دکترا، بهتره؟"
27;تحصیل;ادامه تحصیل در آمریکا;با یک رزومه متوسط، آیا میشه برا دکترا، از یک دانشگاه آمریکا که قابل ارزشیابی در داخل هم باشه، پذیرش گرفت؟
27;تحصیل;خرید مقاله ISI واقعیت یا اغراق؟;"میدونین که داشتن یکی دو تا مقاله ISI از مجله های معتبر، میتونه خیلی در رزومه دانشجو، تأثیر مثبت بذاره. از طرف دیگه، خیلی تبلیغ ها رو همه دیدیم که ادعا میکنن همچین مقالاتی رو میشه بهشون سفارش داد.

به نظرم جدای از مسائل اخلاقیش، اگه این ادعاها واقعیت داشته باشن، به هزینه کردش می ارزه.

آیا کسی اطلاعی داره که واقعا مقاله معتبر ایندکس آی اس آی در مجله معتبر، تحویل میدن یا اینکه بیشتر جنبه جذب مشتری داره؟"
27;تحصیل;دکترا بخوانم یا نه؟;"سلام.

آیا خواندن دکترا را برای کسی که کارشناسی ارشد دارد و شاغل است توصیه میکنید یا خیر؟ اگر شاغل نباشد چطور؟"
27;تحصیل;دکترا در داخل بخوانم یا در خارج؟;با سلام و تشکر. یه سئوال که واقعا جوابشو نمیدونم:  دکتر در یک دانشگاه در خارج بخونیم بهتره یا در یک دانشگاه داخل مثل دانشگاه آزاد یا پردیس بین الملل؟ برای هر دو باید شهریه بدم.
27;تحصیل;قبول شدن در پزشکی در ایران آسان تر است یا در کشورهای دیگر مانند آمریکا کانادا و انگلیس؟;"سلام. من شنیدم که قبولی در رشته پزشکی در کشورهای غربی مثل آمریکا کانادا انگلیس و غیره هم سخته. ولی نمیدونم از ایران هم سخت تره یا نه؟

آیا قبول شدن در کنکور ایران برای رشته پزشکی سخت تره یا قبول شدن مثلا در آمریکا و کانادا؟"
27;تحصیل;شرایط و مزایا و معایب تحصیل در نیوزیلند;سلام دوستان کسی در مورد تحصیل در نیوزیلند خبر داره؟ توصیه میکنین؟ مرسی.
27;تحصیل;بهترین گرایش برای ادامه تحصیل علوم آزمایشگاهی چیست؟;سلام. بهترین گرایش برای ادامه تحصیل علوم آزمایشگاهی چیست؟ از نظر درآمد و بازار کار
27;تحصیل;یادگیری نرم افزار;به نظر شما برای یادگیری جامع نرم افزار های کامپیوتری کلاس بهتر و به صرفه تراست یا مطالعه کتاب و دیدن فیلم های آموزشی در منزل؟
27;تحصیل;مدرک  گرایی در ایران;مهمترین دلیل مدرک گرایی و اینکه بعضی افراد هر جور شده و تو هردانشگاهی شده میخوان تا دکترا درس بخونن چیه؟
27;تحصیل;شهریه برای ترم پنج;کسی میدونه توی دانشگاه های غیر از امیرکبیر هم برای ترم ۵ از دانشجوهای روزانه شهریه میگیرن یا نه؟
27;تحصیل;عملی شدن دروس در دانشگاه ها;به نظرتون بهتر نیست تو دانشگاه ها به جای دروس تئوری بیشمار گاها غیر ضروری ، واحدهای درسی بیشتر عملی و کاربردی بشوند تا این گونه دیگر عمر جوانان بیشتر تلف نشود که برای کسب مهارت لازم مجبور باشند بعد از دانشگاه دوره های فنی و عملی بگذرانند تا بتوانند وارد بازار کار شوند؟
27;تحصیل;آیا بهتره کتابهای کامپیوتری رو به زبان انگلیسی خوند یا با ترجمه فارسی؟;"به نظر شما یه دانشجوی کامپیوتر بهتره از کتابهای انگلیسی استفاده بکنه یا از ترجمه های فارسی اونها؟

با تشکر از راهنمایی"
27;تحصیل;آزاد کردن مدرک برای ادامه تحصیل در دانشگاه های خارج;کسی که دوره ی کارشناسی و ارشد رو تو ایران روزانه خونده باید حتما پول بده مدرکش آزاد باشه تا بتونه اپلای کنه برای دکترا؟ کسی تجربه ای تو این زمینه داره؟
27;تحصیل;موفقیت در مصاحبه دکتری;سوالات متداول در ازمون دکتری سراسری چیست؟ و چگونه میتوان برای مصاحبه خود را آماده کرد؟
27;تحصیل;دلیل موفقیت معدل پایین ها;خیلی از افراد موفق یا در دوران تحصیل معدل پایینی داشتند یا بنحوی درس ومشق را رها کردند.ولی چطور موفقیت های بزرگی رو کسب کردند؟
27;تحصیل;موسساتی که در اروپا برای تحصیل بورسیه میکنند;من قبلا شنیده بودم DAAD هست که بعضاً میشه ازش برای هزینه های تحصیل و زندگی تو آلمان فاندگرفت. کسی همچین موسسه ای میشناسه تو کشور های دیگه اروپایی؟
27;تحصیل;امتحان جامع در مقطع دکتری;امتحان جامع  برای مقطع دکتر مهندسی کامپیوتر در دانشگاه امیرکبیر به چه صورت است؟  آیا سوالات امتحان سخت می باشد؟
27;تحصیل;آغاز ماه تحصیلی در پاییز;به نظر شما شروع تحصیل از فصل پاییز مناسب تر است یا بهتر بود فصل دیگری به عنوان شروع انتخاب میشد؟ آیا امکان تغییر وجود دارد؟ مثلا از آغاز تابستان مدارس و دانشگاه ها فعالیت کنند یا از آغاز زمستان
27;تحصیل;بهترین منبع برای شروع python برای data science چیست؟;سلام. برای شروع یادگیری پایتون برای data science بهترین منبع چیه؟
27;تحصیل;یادگیری نرم افزار حسابداری;"آیا فردی که رشته حسابداری نخوانده می تواند نرم افزارهای حسابداری را یاد بگیرد؟

 کدام یک از نرم افزارهای حسابداری سریعتر قابل یادگیری هستند؟"
28;سفر;اقامت در کانادا;به نظر شما برای اقامت در کانادا، درخواست مهاجرت و اقامت دائم بهتر است یا ابتدا ادامه تحصیل در دکتری در آن کشور و پس از آن درخواست اقامت کردن؟
28;سفر;زندکی در ایران یا مهاجرت به کانادا;"سلام

نظر دوستان در مورد اینکه آدم تو ایران بمونه یا به کانادا (یا استرالیا/نیوزیلیند/غیره) مهاجرت کنه چیه؟ من صحبتهای مختلفی شنیدماما دوست داشتم نظرات بیشتری رو بشنوم."
28;سفر;آثار میراث جهانی یونسکو در ایران;آثار میراث جهانی یونسکو در ایران در کدام استان ها قرار دارد؟
28;سفر;هواپیمای شخصی در ایران;آیا تو ایران افرادی هستند که هواپیمای شخصی و فرودگاه اختصاصی  داشته باشند؟
28;سفر;سفر یک روزه اطراف تهران;چه جایی اطراف تهران هستش که بشه ۱ روزه برای گردش با خانواده رفت؟
28;سفر;سفر به ترکیه یا مالزی;تو ذهنم هست که یه تور ترکیه یا مالزی برم. توی این رنج قیمتی، به نظر شما کجا برم بهتره؟
28;سفر;هزینه سفر به هلند;کمترین هزینه برای رفتن به هلند چقدره؟ دانشجویی یا توریستی هردوتاش رو توضیح بدید ممنون میشم.
28;سفر;راه های جذب توریست;ایران پر از جاذبه های طبیعی و تاریخیه اما اونجور که باید نمیتونه استفاده بکنه از این مزیت، به نظرتون چه کارهایی باید کرد و چه کسایی میتونن تو جذب توریست و کسب درامد و اشتغال زایی کمک کننده باشن و رونق داده شه به این کار؟
28;سفر;اگر یک توریست خارجی بودید;اگر شما یک توریست خارجی بودید برای شناخت ایران برای اولین بار،کدام شهر را انتخاب میکردید ؟
28;سفر;تجارب افراد مهاجرت کرده به کانادا;چگونه میتونم از تجارب ایرانیانی که به کانادا (یا کلا کشورهای دیگر) مهاجرت کرده اند اطلاعات کسب کنم؟
28;سفر;نقاط دیدنی تاریخی مازندران;من میخوام یه سفر برم به مازندران و نه فقط برای طبیعتش. کسی بنا های تاریخی که تو مازندران باشه میشناسه؟
28;سفر;تغییر قیمت بلیط هواپیما;قیمت بلیط هواپیما به کشوری مثل انگلیس تو زمان های مختلف در طول سال چقدر بالا و پایین میشه؟ منظورم اینه که کف و سقفش چقدره و تو جه بازه هایی کمتر میشه و تو چه بازه هایی بیشتر؟
29;کار;مهاجرت یا کار در تهران;با سلام به دوستان عزیز. به نظر شما مهاجرت به کانادا بدون اینکه فعلا کاری نقد داشته باشم بهتره یا کار در تهران با حقوق 4.5؟
29;کار;شرایط نماد اعتماد الکترونیک (enamad);شرایط دریافت نماد اعتماد الکترونیک یا ای نماد چیست؟
29;کار;درآمد برنامه نویس در آمریکا;"درآمد برنامه نویس در آمریکا و یا سایر کشورهای توسعه یافته چقدره؟

از دیدگاه کسب درآمد، یک مهندس کامپیوتر بهتره در مقاطع بالاتر ادامه تحصیل دهد یا خیر؟"
29;کار;بازار کار رشته بیوانفورماتیک;"بازار کار رشته بیوانفورماتیک در ایران چگونه است؟ آیا از منظر کسب درآمد، رشته خوبی است؟

یک رشته به نام انفورماتیک پزشکی هست آیا این دو رشته، با هم اشتراک دارند؟"
29;کار;مهاجرت به آلمان;برای مهاجرت به آلمان و اقامت دائم گرفتن، آیا بهتر است از همان ابتدا درخواست مهاجرت کنیم یا اینکه در ابتدا برای تحصیل به آنجا رفته و سپس درخواست اقدامت دائم کنیم؟
29;کار;برنامه نویسی اندروید;لطفا برای آموزش برنامه نویسی اندروید یک منبع خوب و مفید معرفی کنید. در ضمن من به برنامه نویسی با C# آشنا هستم و همچنین تا حدودی جاوا.
29;کار;کار با حقوق ثابت یا استارتاپ;سلام دوستان. این روزها بازار استارتاپ ها خیلی داغه. به نظر شما آدم یه کار بی استرس با درآمد ثابت داشته باشه بهتره یا یه استارتاپ راه بندازه؟
29;کار;دانشجوی کامپیوتر در زمان دانشجویی بهتر است کار کند یا همه وقتش را روی درس خواندن بگذارد;"با سلام.

به نظر شما، یک دانشجوی رشته مهندسی کامپیوتر بهتر است بصورت پاره وقت کارهایی مانند برنامه نویسی انجام دهد اما معدلش کمی پایین بیاید یا اینکه همه وقتش را صرف درس کند اما معدل خیلی خوب پیدا کند؟ مرسی."
29;کار;کار در یک اداره یا سازمان دولیت بهتره یا در یک شرکت خصوصی؟;سلام. اگه شما هم بتونین در یک اداره دولتی استخادام بشین و هم در یک شرکت خصوصی کار کنین. کدومش رو ترجیح میدین (از نظر اعتبار، تضمین شغلی، پیشرفت و غیره)؟ فرض کنین حقوق شرکت خصوصی یه کم بیشتره. تشکر.
29;کار;اجازه کار پزشکان ایرانی در کانادا و اروپا;اگه یک نفر که رشته پزشکی یا رشته ای مشابه (مثل دندانپزشکی، داروسازی، فیزیوتراپی و غیره) در ایران خونده بخواد بره یه کشور اروپایی یا آمریکا، چه مراحلی رو باید بگذرونه؟ اصلا اینجا کار کنه بهتره یا بره یه کشور غربی؟
29;کار;کسی که دکترا داره هیئت علمی بشه بهتره با در یک شرکت کار کنه؟;سلام. به نظر شما برای کسی که PhD گرفته، بهتره استخدام دانشگاه بصورت هیئت علمی بشه یا در بازار کار مثلا در یک شرکت مشغول به کار بشه؟
29;کار;مصاحبه فنی رشته نرم افزار;سلام. در مصاحبه فنی سازمان های دولتی برای استخدام مهندس نرم افزار معمولا چه سوالاتی می پرسند؟
29;کار;مصاحبه عقیدتی استخدام در بخش دولتی;در مصاحبه عقیدتی برای استخدام سازمان های دولتی معمولا چه سوالاتی پرسیده میشه؟
29;کار;بهترین سایت کاریابی برای پیدا کردن کار چیه؟;کدوم سایت کاریابی برای پیدا کردن کار بهتره و میشه روش حساب کرد؟ یعنی منظورم اینه که کجا اطلاعیه های واقعی تر وجود داره و در عمل برای پیدا کردن کار بهتره؟ مرسی
29;کار;شرط داشتن سابقه کار برای استخدام;چرا تقریبا تمام شرکت ها برای کار نیرویی رو میخوان که سابقه کار داشته باشه؟ پس دانشجویی که تازه درسش تموم شده و میخواد وارد بازار کار بشه باید چیکار کنه؟
29;کار;کار در زمینه ی دیتا ساینس یا علم داده;سوالم اینه که چقدر الان بازار کار تو زمینه ی داده تو ایران خوبه؟ به نظرتون ارزش داره تو این زمینه خودمو قوی کنم واسه کار آیندش خوبه؟
29;کار;پیشرفت معماری در ایران;پیشرفت معماری در ایران تا چه حد است؟آیا کشور ما توانایی پذیرش سبک های جدید معماری را دارد و بودجه کافی موجود است؟
29;کار;چطور اولین کارمو تو سایت های فری لنسینگ پیدا کنم;من توسعه دهنده نرم افزار هستم و با سایت های فریلنسینگ (مثل پونیشا) تازه آشنا شدم مشکل اینجاست که من هیچ امتیازی ندارم و میخوام پروژه بگیرم عملا کسی بهم اعتماد نمیکنه چکار میتونم کنم؟
29;کار;مدیریت زمان در پروژه های دورکاری;تو انجام پروژه های دورکاری (وقتی تو خونه هستیم) معمولا یه مدت وقت کارهای جانبی خونه میشه. آیا این زمان ها رو باید برای مشتری حساب کنیم؟ شما برای مدیریت زمان چه پیشنهادی دارید؟
29;کار;آیا تو پروژه های دورکاری باید زمان تحقیق رو هم حساب کنیم؟;اگر تو انجام پروژه زمانی رو صرف چیزی که نمیدونیم کنیم باید بابت این موضوع از مشتری پول بگیریم؟
29;کار;مدت زمان مناسب قطع پشتیبانی رایگان;معمولا وقتی یک محصول رو بدست مشتری میدیم یک زمان پشتیبانی رایگان برای اون محصول درنظر میگریم بنظرتون مدت زمانی که هم مشتری راضی بمونه هم خودمون ضرر نکنیم چقدره؟
29;کار;قرارداد ساعتی یا حقوق ماهیانه;برای افرادی که میان شرکت استخدام بشن کدوم حالت استخدام کنیم بهتره اینکه قرارداد ساعتی ببندیم یا حقوق ماهیانه بدیم؟ اگر میشه راجع حالت های مختلفش بگید (مثلا طرف دانشجو باشه یا شغل ثابت ش باشه)
29;کار;از کجا میتونم یک قالب قرارداد پیدا کنم;برای اینکه بخواهیم با یک شرکتی قرار داد ببندم از کجا میتونم یک قالب (تمپلیت) خوب پیدا کنم که اکثر موارد توش تعیین شده باشه؟
29;کار;کار در شرکت های بزرگ یا استارت اپ های کوچک;به نظر شما کار در یک شرکت  بزرگ نرم افزاری (مثلا همکاران سیستم یا کافه بازار) بهتره یا یک استارت اپ کوچک که ۵ ۶ نفر عضو دارد؟ کدومش چیزهایی بیشتری دارد و معایب مزایای هرکدوم چیه؟
29;کار;منظور از visa sponsor و piad relocation و Equity در شغل های خارجی;تو خیلی از سایت های کاریابی خارجی مفاهیم visa sponsor و piad relocation و Equity مطرح شده کسی از اینها اطلاعی دارد که منظورشون چیه؟
29;کار;چگونه کار خودمان را تبلیغ کنیم;به عنوان یک فریلنسر چطور کار خودمو تبلیغ کنم تا مشتری های جدید به سمت من بیان و به من اعتماد کنن؟ (یک بخش اش رو میدونم اگر خوب کاری کنی برای مشتری  های فعلی اونها برات مشتری میارن ولی آیا راه حل بهتری سراغ دارید)
29;کار;چطور به مشتری این اعتماد رو بدهیم که نمیخواهیم ایده اش رو بدزدیم;خیلی از مشتریایی که میان معمولا از این میترسن که ایده اشون رو بدزدیم. برای اینکه به مشتری اطمینان بدیم که ما اینجوری نیستیم چه کنیم؟
29;کار;آیا فیکس باگ برای پروژه ای که تموم شده رایگان باشد;در صورتی که پروژه ای رو انجام دادیم و تموم شده و حالا مشتری امده میگه وبسایت باگ داره آیا باید بطور رایگان مشکل شو حل کنیم یا مشتری رو بابت این قضیه شارژ کنیم؟
29;کار;چطور رزومه کاری مناسب بنویسیم;برای اینکه یک رزومه خوب داشته باشیم چه مواردی رو بیاریم خوبه؟ کلا چه پیشنهاداتی برای نوشتن یک رزومه خوب دارید؟
29;کار;کدوم شرکت کار کنیم بهتره؟;سلام دوستان برای مهندس کامپیوتر (نرم افزار) کدوم شرکت یا سازمان در تهران رو برای کار توصیه میکنین؟ مرسی بابت رهنمایی.
29;کار;کار در خارج برای رشته کامپیوتر;سلام مجدد یه سئوال دیگه اینکه برای مهندس نرم افزار (یا هوش مصنوعی) چطور میشه کار پیدا کرد (چه در داخل چه در خارج)؟ کجاها رو نوصیه میکنین؟ ممنون.
29;کار;زمینه های کاری برای کارشناس نرم افزار;سلام اگه کسی بخواد با مدرک کارشناسی نرم افزار کار پیدا کنه، چه مهارتهایی رو داشته باشه شانس بیشتری برای کار داره؟
29;کار;آمارهای ایجاد اشتغال برای جوانان;آیا آمارهایی که توسط مسئولین در مورد ایجاد اشتغال برای جوانان داده میشود صحت دارد؟ و چند درصد از جوانان بیکار مشغول این کارها می شوند؟
30;خودرو;خرید خودرو با قیمت حدود چهل میلیون تومان;با حدود چهل میلیون تومان چه خودرویی می توان خرید و کدام خودرو بهتر است؟
30;خودرو;بهترین ماشین چینی;کدام ماشین چینی بهتر است؟
30;خودرو;قیمت خودرو برلیانس;سلام. کسی از دوستان خبر داره قیمت برلیانس چقدره؟ ممنون.
